epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,24.9048,1.28727,1.55887,1.36057,0.49282,1,0.63892,0.21178,2.19708,1.75306,1.70414,0.000643795,0.000643795,0.000643795
64,25.318,1.54423,1.76043,1.47168,0.49282,1,0.63892,0.21178,2.19708,1.75306,1.70414,0.000627292,0.000627292,0.000627292
65,25.701,1.59565,1.87929,1.7103,0.49282,1,0.63892,0.21178,2.19708,1.75306,1.70414,0.000610789,0.000610789,0.000610789
66,26.0832,1.60791,1.87339,1.53963,0.49282,1,0.63892,0.21178,2.19708,1.75306,1.70414,0.000594286,0.000594286,0.000594286
67,26.4719,1.60113,1.862,1.57636,0.49282,1,0.63892,0.21178,2.19708,1.75306,1.70414,0.000577782,0.000577782,0.000577782
68,26.9575,1.553,1.78663,1.5402,0.50648,1,0.62899,0.17066,2.44609,1.75386,1.85016,0.000561279,0.000561279,0.000561279
69,27.3392,1.44611,1.7712,1.45363,0.50648,1,0.62899,0.17066,2.44609,1.75386,1.85016,0.000544776,0.000544776,0.000544776
70,27.7095,1.48482,1.80521,1.56689,0.50648,1,0.62899,0.17066,2.44609,1.75386,1.85016,0.000528272,0.000528272,0.000528272
71,28.0796,1.78844,1.76943,1.72699,0.50648,1,0.62899,0.17066,2.44609,1.75386,1.85016,0.000511769,0.000511769,0.000511769
72,28.4606,1.61568,1.85102,1.55305,0.50648,1,0.62899,0.17066,2.44609,1.75386,1.85016,0.000495266,0.000495266,0.000495266
73,28.8463,1.52372,1.72378,1.48653,0.50648,1,0.62899,0.17066,2.44609,1.75386,1.85016,0.000478762,0.000478762,0.000478762
74,29.2229,1.62883,1.76258,1.66165,0.50648,1,0.62899,0.17066,2.44609,1.75386,1.85016,0.000462259,0.000462259,0.000462259
75,29.6088,1.23817,1.63956,1.40209,0.50648,1,0.62899,0.17066,2.44609,1.75386,1.85016,0.000445756,0.000445756,0.000445756
76,29.9906,1.5547,1.87892,1.62516,0.5086,0.9375,0.60462,0.15962,2.50033,1.77269,1.87695,0.000429253,0.000429253,0.000429253
77,30.36,1.7996,1.89501,1.59452,0.5086,0.9375,0.60462,0.15962,2.50033,1.77269,1.87695,0.000412749,0.000412749,0.000412749
78,30.7287,1.55878,1.79811,1.55698,0.5086,0.9375,0.60462,0.15962,2.50033,1.77269,1.87695,0.000396246,0.000396246,0.000396246
79,31.1036,1.4717,1.71964,1.4464,0.5086,0.9375,0.60462,0.15962,2.50033,1.77269,1.87695,0.000379743,0.000379743,0.000379743
80,31.4865,1.37919,1.73083,1.44659,0.5086,0.9375,0.60462,0.15962,2.50033,1.77269,1.87695,0.000363239,0.000363239,0.000363239
81,31.8548,1.49723,1.74506,1.52661,0.5086,0.9375,0.60462,0.15962,2.50033,1.77269,1.87695,0.000346736,0.000346736,0.000346736
82,32.2299,1.56521,1.7268,1.61519,0.5086,0.9375,0.60462,0.15962,2.50033,1.77269,1.87695,0.000330233,0.000330233,0.000330233
83,32.6112,1.43856,1.76645,1.60358,0.5086,0.9375,0.60462,0.15962,2.50033,1.77269,1.87695,0.000313729,0.000313729,0.000313729
84,32.9991,1.42145,1.75703,1.39282,0.46757,0.95902,0.60446,0.14599,2.54025,1.83472,1.9402,0.000297226,0.000297226,0.000297226
85,33.3903,1.47783,1.82681,1.50901,0.46757,0.95902,0.60446,0.14599,2.54025,1.83472,1.9402,0.000280723,0.000280723,0.000280723
86,33.7582,1.57914,1.76961,1.59782,0.46757,0.95902,0.60446,0.14599,2.54025,1.83472,1.9402,0.00026422,0.00026422,0.00026422
87,34.1386,1.46027,1.77048,1.54333,0.46757,0.95902,0.60446,0.14599,2.54025,1.83472,1.9402,0.000247716,0.000247716,0.000247716
88,34.5187,1.32293,1.72568,1.3921,0.46757,0.95902,0.60446,0.14599,2.54025,1.83472,1.9402,0.000231213,0.000231213,0.000231213
89,34.9087,1.5931,1.86858,1.66029,0.46757,0.95902,0.60446,0.14599,2.54025,1.83472,1.9402,0.00021471,0.00021471,0.00021471
90,35.3854,1.58376,1.79711,1.55734,0.46757,0.95902,0.60446,0.14599,2.54025,1.83472,1.9402,0.000198206,0.000198206,0.000198206
91,39.9131,1.3829,1.78856,1.51696,0.46757,0.95902,0.60446,0.14599,2.54025,1.83472,1.9402,0.000181703,0.000181703,0.000181703
92,41.1029,1.5072,1.65244,1.55411,0.50997,0.9375,0.60485,0.14106,2.5368,1.86285,1.98397,0.0001652,0.0001652,0.0001652
93,41.4979,1.32676,1.67997,1.47755,0.50997,0.9375,0.60485,0.14106,2.5368,1.86285,1.98397,0.000148696,0.000148696,0.000148696
94,41.8884,1.47499,1.75029,1.57098,0.50997,0.9375,0.60485,0.14106,2.5368,1.86285,1.98397,0.000132193,0.000132193,0.000132193
95,42.298,1.34831,1.6494,1.56896,0.50997,0.9375,0.60485,0.14106,2.5368,1.86285,1.98397,0.00011569,0.00011569,0.00011569
96,42.6809,1.4212,1.73514,1.60331,0.50997,0.9375,0.60485,0.14106,2.5368,1.86285,1.98397,9.91865e-05,9.91865e-05,9.91865e-05
97,43.0578,1.47175,1.7015,1.55885,0.50997,0.9375,0.60485,0.14106,2.5368,1.86285,1.98397,8.26832e-05,8.26832e-05,8.26832e-05
98,43.4331,1.58263,1.74541,1.60085,0.50997,0.9375,0.60485,0.14106,2.5368,1.86285,1.98397,6.61799e-05,6.61799e-05,6.61799e-05
99,43.804,1.47021,1.67309,1.58631,0.50997,0.9375,0.60485,0.14106,2.5368,1.86285,1.98397,4.96766e-05,4.96766e-05,4.96766e-05
100,44.1949,1.48811,1.69623,1.66007,0.53778,0.94144,0.63239,0.14958,2.52359,1.83555,1.98638,3.31733e-05,3.31733e-05,3.31733e-05
1,0.781592,2.73294,3.45016,2.34457,0.02178,0.8125,0.02206,0.02153,0.11504,3.27006,0.72216,5.001e-05,5.001e-05,5.001e-05
2,1.14762,2.30885,3.21497,2.10469,0.02447,0.90625,0.02593,0.02446,0.21083,3.26584,0.72972,0.000115535,0.000115535,0.000115535
3,1.58392,2.37286,3.40996,2.10468,0.02482,0.90625,0.02581,0.02434,0.18812,3.26156,0.72745,0.000179739,0.000179739,0.000179739
4,1.96271,2.37754,3.359,2.02225,0.02482,0.90625,0.02581,0.02434,0.18812,3.26156,0.72745,0.000242624,0.000242624,0.000242624
5,2.4672,2.1645,3.15697,1.81862,0.0225,0.84375,0.08457,0.05608,0.85665,3.28604,0.83587,0.000304187,0.000304187,0.000304187
6,2.8667,2.21655,3.00853,2.02106,0.0225,0.84375,0.08457,0.05608,0.85665,3.28604,0.83587,0.000364431,0.000364431,0.000364431
7,3.27832,1.63935,2.85295,1.52721,0.01757,0.65625,0.17356,0.04671,0.97906,3.70781,1.22279,0.000423355,0.000423355,0.000423355
8,3.69123,1.44263,2.66537,1.42542,0.01757,0.65625,0.17356,0.04671,0.97906,3.70781,1.22279,0.000480958,0.000480958,0.000480958
9,4.09951,1.61019,2.75317,1.4307,0.01757,0.65625,0.17356,0.04671,0.97906,3.70781,1.22279,0.000537241,0.000537241,0.000537241
10,4.518,1.57721,2.67594,1.44039,0.01994,0.75,0.01879,0.00399,1.42026,3.7681,1.6588,0.000592203,0.000592203,0.000592203
11,4.90352,1.88193,2.64244,1.60437,0.01994,0.75,0.01879,0.00399,1.42026,3.7681,1.6588,0.000645846,0.000645846,0.000645846
12,5.27817,1.70087,2.49908,1.52396,0.01994,0.75,0.01879,0.00399,1.42026,3.7681,1.6588,0.000698168,0.000698168,0.000698168
13,5.65775,1.71269,2.56552,1.46363,0.01994,0.75,0.01879,0.00399,1.42026,3.7681,1.6588,0.00074917,0.00074917,0.00074917
14,6.05356,1.64188,2.25195,1.46637,0.02338,0.875,0.04729,0.00964,1.78993,3.4548,1.78955,0.000798851,0.000798851,0.000798851
15,6.43743,1.70935,2.11476,1.45692,0.02338,0.875,0.04729,0.00964,1.78993,3.4548,1.78955,0.000847213,0.000847213,0.000847213
16,6.81961,1.62526,2.0431,1.37054,0.02338,0.875,0.04729,0.00964,1.78993,3.4548,1.78955,0.000894254,0.000894254,0.000894254
17,7.20491,1.76731,2.26955,1.39444,0.02338,0.875,0.04729,0.00964,1.78993,3.4548,1.78955,0.000939975,0.000939975,0.000939975
18,7.58702,1.67841,2.10373,1.38743,0.02338,0.875,0.04729,0.00964,1.78993,3.4548,1.78955,0.000984375,0.000984375,0.000984375
19,7.97348,1.54471,1.89529,1.38888,0.02338,0.875,0.04729,0.00964,1.78993,3.4548,1.78955,0.00102746,0.00102746,0.00102746
20,8.3725,1.69641,2.14419,1.36521,0.03502,0.28125,0.05666,0.01565,2.21397,3.12427,1.70528,0.00106922,0.00106922,0.00106922
21,8.76429,1.67217,2.11674,1.53407,0.03502,0.28125,0.05666,0.01565,2.21397,3.12427,1.70528,0.00110966,0.00110966,0.00110966
22,9.15741,1.62195,1.96,1.53718,0.03502,0.28125,0.05666,0.01565,2.21397,3.12427,1.70528,0.00114877,0.00114877,0.00114877
23,9.53798,1.70136,1.92609,1.53121,0.03502,0.28125,0.05666,0.01565,2.21397,3.12427,1.70528,0.00118657,0.00118657,0.00118657
24,9.92395,1.77009,2.10448,1.60515,0.03502,0.28125,0.05666,0.01565,2.21397,3.12427,1.70528,0.00122305,0.00122305,0.00122305
25,10.3164,1.56735,1.85534,1.45303,0.03502,0.28125,0.05666,0.01565,2.21397,3.12427,1.70528,0.00125821,0.00125821,0.00125821
26,10.8106,1.63179,2.15566,1.5301,0.03502,0.28125,0.05666,0.01565,2.21397,3.12427,1.70528,0.00125442,0.00125442,0.00125442
27,11.1929,1.8223,2.26725,1.70324,0.03502,0.28125,0.05666,0.01565,2.21397,3.12427,1.70528,0.00123791,0.00123791,0.00123791
28,11.5801,1.43209,1.88758,1.38928,0.32244,0.76286,0.45974,0.09391,2.42692,2.12567,2.04466,0.00122141,0.00122141,0.00122141
29,11.9651,1.55074,1.94544,1.50039,0.32244,0.76286,0.45974,0.09391,2.42692,2.12567,2.04466,0.00120491,0.00120491,0.00120491
30,12.3502,1.5493,2.03989,1.46297,0.32244,0.76286,0.45974,0.09391,2.42692,2.12567,2.04466,0.0011884,0.0011884,0.0011884
31,12.7362,1.47435,1.92942,1.44223,0.32244,0.76286,0.45974,0.09391,2.42692,2.12567,2.04466,0.0011719,0.0011719,0.0011719
32,13.123,1.4399,2.15412,1.43106,0.32244,0.76286,0.45974,0.09391,2.42692,2.12567,2.04466,0.0011554,0.0011554,0.0011554
33,13.5225,1.49087,1.83364,1.49992,0.32244,0.76286,0.45974,0.09391,2.42692,2.12567,2.04466,0.00113889,0.00113889,0.00113889
34,13.9229,1.4806,1.92258,1.46375,0.32244,0.76286,0.45974,0.09391,2.42692,2.12567,2.04466,0.00112239,0.00112239,0.00112239
35,14.3172,1.4816,1.95428,1.43513,0.32244,0.76286,0.45974,0.09391,2.42692,2.12567,2.04466,0.00110589,0.00110589,0.00110589
36,14.7181,1.46382,2.06608,1.43008,0.31554,0.65625,0.35471,0.07948,2.22394,2.3158,2.02274,0.00108938,0.00108938,0.00108938
37,15.1096,1.45307,1.77633,1.43017,0.31554,0.65625,0.35471,0.07948,2.22394,2.3158,2.02274,0.00107288,0.00107288,0.00107288
38,15.4964,1.56675,1.84116,1.49625,0.31554,0.65625,0.35471,0.07948,2.22394,2.3158,2.02274,0.00105638,0.00105638,0.00105638
39,15.887,1.51317,1.69014,1.40224,0.31554,0.65625,0.35471,0.07948,2.22394,2.3158,2.02274,0.00103987,0.00103987,0.00103987
40,16.278,1.46416,1.76277,1.46637,0.31554,0.65625,0.35471,0.07948,2.22394,2.3158,2.02274,0.00102337,0.00102337,0.00102337
41,16.6595,1.36447,1.73552,1.33085,0.31554,0.65625,0.35471,0.07948,2.22394,2.3158,2.02274,0.00100687,0.00100687,0.00100687
42,17.0594,1.54763,1.83014,1.40714,0.31554,0.65625,0.35471,0.07948,2.22394,2.3158,2.02274,0.000990365,0.000990365,0.000990365
43,17.4454,1.5707,1.82679,1.46134,0.31554,0.65625,0.35471,0.07948,2.22394,2.3158,2.02274,0.000973861,0.000973861,0.000973861
44,17.8467,1.31501,1.71894,1.3454,0.48496,0.98498,0.56362,0.15608,2.20449,1.94161,1.83222,0.000957358,0.000957358,0.000957358
45,18.2582,1.46988,1.62188,1.34461,0.48496,0.98498,0.56362,0.15608,2.20449,1.94161,1.83222,0.000940855,0.000940855,0.000940855
46,18.76,1.50204,1.74356,1.32184,0.48496,0.98498,0.56362,0.15608,2.20449,1.94161,1.83222,0.000924352,0.000924352,0.000924352
47,19.162,1.28755,1.63129,1.26367,0.48496,0.98498,0.56362,0.15608,2.20449,1.94161,1.83222,0.000907848,0.000907848,0.000907848
48,19.5619,1.34346,1.63125,1.37884,0.48496,0.98498,0.56362,0.15608,2.20449,1.94161,1.83222,0.000891345,0.000891345,0.000891345
49,19.9553,1.32978,1.63086,1.31521,0.48496,0.98498,0.56362,0.15608,2.20449,1.94161,1.83222,0.000874842,0.000874842,0.000874842
50,20.3418,1.54686,1.69739,1.43353,0.48496,0.98498,0.56362,0.15608,2.20449,1.94161,1.83222,0.000858338,0.000858338,0.000858338
51,20.7306,1.5191,1.71806,1.33741,0.48496,0.98498,0.56362,0.15608,2.20449,1.94161,1.83222,0.000841835,0.000841835,0.000841835
52,21.1371,1.36261,1.59824,1.3186,0.41575,1,0.60504,0.19045,2.11272,1.98599,1.75203,0.000825332,0.000825332,0.000825332
53,21.5411,1.25705,1.489,1.21548,0.41575,1,0.60504,0.19045,2.11272,1.98599,1.75203,0.000808828,0.000808828,0.000808828
54,21.9371,1.36794,1.56561,1.30961,0.41575,1,0.60504,0.19045,2.11272,1.98599,1.75203,0.000792325,0.000792325,0.000792325
55,22.3404,1.44742,1.67152,1.37965,0.41575,1,0.60504,0.19045,2.11272,1.98599,1.75203,0.000775822,0.000775822,0.000775822
56,22.7335,1.10835,1.63183,1.24911,0.41575,1,0.60504,0.19045,2.11272,1.98599,1.75203,0.000759318,0.000759318,0.000759318
57,23.1182,1.41517,1.6067,1.35082,0.41575,1,0.60504,0.19045,2.11272,1.98599,1.75203,0.000742815,0.000742815,0.000742815
58,23.5409,1.35434,1.69246,1.3208,0.41575,1,0.60504,0.19045,2.11272,1.98599,1.75203,0.000726312,0.000726312,0.000726312
59,23.9404,1.33519,1.76214,1.32638,0.41575,1,0.60504,0.19045,2.11272,1.98599,1.75203,0.000709809,0.000709809,0.000709809
60,24.3491,1.40283,1.68809,1.364,0.48065,1,0.73967,0.22657,2.16676,1.82281,1.78914,0.000693305,0.000693305,0.000693305
61,24.7468,1.33633,1.52924,1.24159,0.48065,1,0.73967,0.22657,2.16676,1.82281,1.78914,0.000676802,0.000676802,0.000676802
62,25.1375,1.29946,1.5041,1.27459,0.48065,1,0.73967,0.22657,2.16676,1.82281,1.78914,0.000660299,0.000660299,0.000660299
63,25.527,1.09713,1.45634,1.12703,0.48065,1,0.73967,0.22657,2.16676,1.82281,1.78914,0.000643795,0.000643795,0.000643795
64,25.9277,1.45318,1.61446,1.27908,0.48065,1,0.73967,0.22657,2.16676,1.82281,1.78914,0.000627292,0.000627292,0.000627292
65,26.3186,1.26693,1.62286,1.36358,0.48065,1,0.73967,0.22657,2.16676,1.82281,1.78914,0.000610789,0.000610789,0.000610789
66,26.706,1.42661,1.61774,1.32158,0.48065,1,0.73967,0.22657,2.16676,1.82281,1.78914,0.000594286,0.000594286,0.000594286
67,27.2146,1.37754,1.56355,1.35779,0.48065,1,0.73967,0.22657,2.16676,1.82281,1.78914,0.000577782,0.000577782,0.000577782
68,27.6234,1.30992,1.54147,1.30857,0.59626,0.95937,0.75087,0.22879,2.22172,1.80976,1.85416,0.000561279,0.000561279,0.000561279
69,28.0201,1.28205,1.66493,1.26916,0.59626,0.95937,0.75087,0.22879,2.22172,1.80976,1.85416,0.000544776,0.000544776,0.000544776
70,28.4006,1.35897,1.60647,1.38614,0.59626,0.95937,0.75087,0.22879,2.22172,1.80976,1.85416,0.000528272,0.000528272,0.000528272
71,28.8123,1.46067,1.43343,1.31922,0.59626,0.95937,0.75087,0.22879,2.22172,1.80976,1.85416,0.000511769,0.000511769,0.000511769
72,29.2241,1.38927,1.57212,1.32201,0.59626,0.95937,0.75087,0.22879,2.22172,1.80976,1.85416,0.000495266,0.000495266,0.000495266
73,29.6392,1.28185,1.4851,1.30523,0.59626,0.95937,0.75087,0.22879,2.22172,1.80976,1.85416,0.000478762,0.000478762,0.000478762
74,30.0326,1.44737,1.51484,1.44339,0.59626,0.95937,0.75087,0.22879,2.22172,1.80976,1.85416,0.000462259,0.000462259,0.000462259
75,30.4311,1.17492,1.44531,1.22705,0.59626,0.95937,0.75087,0.22879,2.22172,1.80976,1.85416,0.000445756,0.000445756,0.000445756
76,30.8412,1.37129,1.55981,1.33376,0.67349,0.9375,0.72795,0.23642,2.23981,1.76388,1.88645,0.000429253,0.000429253,0.000429253
77,31.2417,1.40512,1.62892,1.28455,0.67349,0.9375,0.72795,0.23642,2.23981,1.76388,1.88645,0.000412749,0.000412749,0.000412749
78,31.6374,1.46147,1.60366,1.33618,0.67349,0.9375,0.72795,0.23642,2.23981,1.76388,1.88645,0.000396246,0.000396246,0.000396246
79,32.0257,1.28419,1.48759,1.31732,0.67349,0.9375,0.72795,0.23642,2.23981,1.76388,1.88645,0.000379743,0.000379743,0.000379743
80,32.4181,1.25373,1.48897,1.28275,0.67349,0.9375,0.72795,0.23642,2.23981,1.76388,1.88645,0.000363239,0.000363239,0.000363239
81,32.8413,1.26804,1.47437,1.24695,0.67349,0.9375,0.72795,0.23642,2.23981,1.76388,1.88645,0.000346736,0.000346736,0.000346736
82,33.24,1.32334,1.53516,1.39073,0.67349,0.9375,0.72795,0.23642,2.23981,1.76388,1.88645,0.000330233,0.000330233,0.000330233
83,33.6512,1.15997,1.44998,1.27057,0.67349,0.9375,0.72795,0.23642,2.23981,1.76388,1.88645,0.000313729,0.000313729,0.000313729
84,34.0661,1.24583,1.4989,1.25755,0.74404,0.9375,0.72799,0.20483,2.29456,1.81589,1.95939,0.000297226,0.000297226,0.000297226
85,34.4566,1.24506,1.48307,1.24318,0.74404,0.9375,0.72799,0.20483,2.29456,1.81589,1.95939,0.000280723,0.000280723,0.000280723
86,34.9555,1.41094,1.55971,1.3953,0.74404,0.9375,0.72799,0.20483,2.29456,1.81589,1.95939,0.00026422,0.00026422,0.00026422
87,35.3394,1.2972,1.58251,1.25613,0.74404,0.9375,0.72799,0.20483,2.29456,1.81589,1.95939,0.000247716,0.000247716,0.000247716
88,35.7373,1.17619,1.49693,1.19593,0.74404,0.9375,0.72799,0.20483,2.29456,1.81589,1.95939,0.000231213,0.000231213,0.000231213
89,36.1333,1.27274,1.44667,1.32298,0.74404,0.9375,0.72799,0.20483,2.29456,1.81589,1.95939,0.00021471,0.00021471,0.00021471
90,36.5266,1.31457,1.40681,1.28002,0.74404,0.9375,0.72799,0.20483,2.29456,1.81589,1.95939,0.000198206,0.000198206,0.000198206
91,40.994,1.37555,1.60604,1.37225,0.74404,0.9375,0.72799,0.20483,2.29456,1.81589,1.95939,0.000181703,0.000181703,0.000181703
92,42.1395,1.22799,1.4381,1.27458,0.71228,0.89347,0.7225,0.18597,2.35198,1.83195,2.02326,0.0001652,0.0001652,0.0001652
93,42.5873,1.1724,1.40638,1.23732,0.71228,0.89347,0.7225,0.18597,2.35198,1.83195,2.02326,0.000148696,0.000148696,0.000148696
94,42.9747,1.26529,1.46426,1.30085,0.71228,0.89347,0.7225,0.18597,2.35198,1.83195,2.02326,0.000132193,0.000132193,0.000132193
95,43.3864,1.28101,1.44236,1.26322,0.71228,0.89347,0.7225,0.18597,2.35198,1.83195,2.02326,0.00011569,0.00011569,0.00011569
96,43.7757,1.25428,1.45811,1.31513,0.71228,0.89347,0.7225,0.18597,2.35198,1.83195,2.02326,9.91865e-05,9.91865e-05,9.91865e-05
97,44.175,1.26845,1.44263,1.28757,0.71228,0.89347,0.7225,0.18597,2.35198,1.83195,2.02326,8.26832e-05,8.26832e-05,8.26832e-05
98,44.5878,1.35449,1.46007,1.22108,0.71228,0.89347,0.7225,0.18597,2.35198,1.83195,2.02326,6.61799e-05,6.61799e-05,6.61799e-05
99,44.9936,1.15305,1.48976,1.25119,0.71228,0.89347,0.7225,0.18597,2.35198,1.83195,2.02326,4.96766e-05,4.96766e-05,4.96766e-05
100,45.4012,1.23909,1.40155,1.27438,0.67828,0.875,0.72313,0.19067,2.35043,1.80726,2.02747,3.31733e-05,3.31733e-05,3.31733e-05
1,0.812394,2.59955,3.44302,2.29775,0.02027,0.75,0.02022,0.01984,0.12485,3.27156,0.72223,5.001e-05,5.001e-05,5.001e-05
2,1.1529,2.58769,3.35739,2.45835,0.01922,0.71875,0.0176,0.0159,0.15689,3.26887,0.7253,0.000115535,0.000115535,0.000115535
3,1.47694,2.92823,3.54792,2.60196,0.01655,0.625,0.01469,0.01237,0.19683,3.26726,0.73065,0.000179739,0.000179739,0.000179739
4,1.79493,2.85343,3.43897,2.64377,0.01655,0.625,0.01469,0.01237,0.19683,3.26726,0.73065,0.000242624,0.000242624,0.000242624
5,2.14093,2.85311,3.33003,2.54617,0.02546,0.9375,0.02732,0.02645,0.17665,3.25517,0.74492,0.000304187,0.000304187,0.000304187
6,2.54285,2.46725,3.36965,2.38963,0.02546,0.9375,0.02732,0.02645,0.17665,3.25517,0.74492,0.000364431,0.000364431,0.000364431
7,2.94504,2.34284,3.3277,2.24124,0.02148,0.8125,0.02322,0.01968,0.44425,3.3826,0.87337,0.000423355,0.000423355,0.000423355
8,3.33333,2.25759,3.24061,2.1372,0.02148,0.8125,0.02322,0.01968,0.44425,3.3826,0.87337,0.000480958,0.000480958,0.000480958
9,3.8602,2.35759,3.20593,2.29144,0.02148,0.8125,0.02322,0.01968,0.44425,3.3826,0.87337,0.000537241,0.000537241,0.000537241
10,4.26008,2.23913,3.05693,2.20463,0.02388,0.875,0.02809,0.01843,0.69555,3.55437,1.00887,0.000592203,0.000592203,0.000592203
11,4.65144,2.46675,3.06207,2.3792,0.02388,0.875,0.02809,0.01843,0.69555,3.55437,1.00887,0.000645846,0.000645846,0.000645846
12,5.06226,1.97554,2.99111,2.08352,0.02388,0.875,0.02809,0.01843,0.69555,3.55437,1.00887,0.000698168,0.000698168,0.000698168
13,5.44756,2.07394,3.08687,1.98462,0.02388,0.875,0.02809,0.01843,0.69555,3.55437,1.00887,0.00074917,0.00074917,0.00074917
14,5.86223,2.15859,2.82232,2.07628,0.02672,1,0.03296,0.01615,0.95177,3.55715,1.19046,0.000798851,0.000798851,0.000798851
15,6.25838,2.3974,2.73398,2.22519,0.02672,1,0.03296,0.01615,0.95177,3.55715,1.19046,0.000847213,0.000847213,0.000847213
16,6.64576,2.06229,2.74272,2.03729,0.02672,1,0.03296,0.01615,0.95177,3.55715,1.19046,0.000894254,0.000894254,0.000894254
17,7.03257,2.34212,2.59823,2.14019,0.02672,1,0.03296,0.01615,0.95177,3.55715,1.19046,0.000939975,0.000939975,0.000939975
18,7.42603,2.18342,2.62415,2.07025,0.02672,1,0.03296,0.01615,0.95177,3.55715,1.19046,0.000984375,0.000984375,0.000984375
19,7.82012,2.34648,2.4674,2.10081,0.02672,1,0.03296,0.01615,0.95177,3.55715,1.19046,0.00102746,0.00102746,0.00102746
20,8.21542,2.37186,2.97701,2.14081,0.01945,0.71875,0.02137,0.00655,1.80561,3.40171,1.54262,0.00106922,0.00106922,0.00106922
21,8.60924,2.14268,2.45144,2.04876,0.01945,0.71875,0.02137,0.00655,1.80561,3.40171,1.54262,0.00110966,0.00110966,0.00110966
22,8.99466,1.98359,2.43682,2.00288,0.01945,0.71875,0.02137,0.00655,1.80561,3.40171,1.54262,0.00114877,0.00114877,0.00114877
23,9.38888,2.09843,2.45376,2.00146,0.01945,0.71875,0.02137,0.00655,1.80561,3.40171,1.54262,0.00118657,0.00118657,0.00118657
24,9.78124,2.22958,2.55094,2.27168,0.01945,0.71875,0.02137,0.00655,1.80561,3.40171,1.54262,0.00122305,0.00122305,0.00122305
25,10.1774,2.13357,2.44551,2.03957,0.01945,0.71875,0.02137,0.00655,1.80561,3.40171,1.54262,0.00125821,0.00125821,0.00125821
26,10.5679,2.24518,2.63943,2.17788,0.01945,0.71875,0.02137,0.00655,1.80561,3.40171,1.54262,0.00125442,0.00125442,0.00125442
27,10.9728,2.30916,2.48201,2.20595,0.01945,0.71875,0.02137,0.00655,1.80561,3.40171,1.54262,0.00123791,0.00123791,0.00123791
28,11.3944,1.79205,2.49314,1.94169,0.01768,0.65625,0.01775,0.00461,2.30031,3.3796,1.82021,0.00122141,0.00122141,0.00122141
29,11.8961,2.25177,2.35149,2.22872,0.01768,0.65625,0.01775,0.00461,2.30031,3.3796,1.82021,0.00120491,0.00120491,0.00120491
30,12.2871,2.18057,2.56727,2.135,0.01768,0.65625,0.01775,0.00461,2.30031,3.3796,1.82021,0.0011884,0.0011884,0.0011884
31,12.6736,2.21876,2.38869,2.03682,0.01768,0.65625,0.01775,0.00461,2.30031,3.3796,1.82021,0.0011719,0.0011719,0.0011719
32,13.0563,2.37379,2.55707,2.21543,0.01768,0.65625,0.01775,0.00461,2.30031,3.3796,1.82021,0.0011554,0.0011554,0.0011554
33,13.4477,1.9953,2.45543,2.0966,0.01768,0.65625,0.01775,0.00461,2.30031,3.3796,1.82021,0.00113889,0.00113889,0.00113889
34,13.8423,2.28139,2.4694,2.19409,0.01768,0.65625,0.01775,0.00461,2.30031,3.3796,1.82021,0.00112239,0.00112239,0.00112239
35,14.2478,2.13178,2.48969,1.98136,0.01768,0.65625,0.01775,0.00461,2.30031,3.3796,1.82021,0.00110589,0.00110589,0.00110589
36,14.6536,2.29598,2.55623,2.18853,0.28878,0.28125,0.23826,0.05691,1.802,2.70468,1.77631,0.00108938,0.00108938,0.00108938
37,15.0533,2.17008,2.54902,2.16444,0.28878,0.28125,0.23826,0.05691,1.802,2.70468,1.77631,0.00107288,0.00107288,0.00107288
38,15.4528,1.82861,2.25565,1.98933,0.28878,0.28125,0.23826,0.05691,1.802,2.70468,1.77631,0.00105638,0.00105638,0.00105638
39,15.845,1.98804,2.38431,2.01592,0.28878,0.28125,0.23826,0.05691,1.802,2.70468,1.77631,0.00103987,0.00103987,0.00103987
40,16.2515,2.21052,2.49362,2.14046,0.28878,0.28125,0.23826,0.05691,1.802,2.70468,1.77631,0.00102337,0.00102337,0.00102337
41,16.6901,2.09478,2.31461,1.96102,0.28878,0.28125,0.23826,0.05691,1.802,2.70468,1.77631,0.00100687,0.00100687,0.00100687
42,17.0808,2.242,2.41022,2.09781,0.28878,0.28125,0.23826,0.05691,1.802,2.70468,1.77631,0.000990365,0.000990365,0.000990365
43,17.4732,2.00678,2.33541,2.03493,0.28878,0.28125,0.23826,0.05691,1.802,2.70468,1.77631,0.000973861,0.000973861,0.000973861
44,17.8919,1.96582,2.34139,1.99935,0.42872,0.63155,0.47586,0.15611,1.81975,2.32821,1.58227,0.000957358,0.000957358,0.000957358
45,18.296,2.10077,2.22077,2.0702,0.42872,0.63155,0.47586,0.15611,1.81975,2.32821,1.58227,0.000940855,0.000940855,0.000940855
46,18.6991,1.87126,2.19733,1.86794,0.42872,0.63155,0.47586,0.15611,1.81975,2.32821,1.58227,0.000924352,0.000924352,0.000924352
47,19.1078,1.99109,2.30863,1.9712,0.42872,0.63155,0.47586,0.15611,1.81975,2.32821,1.58227,0.000907848,0.000907848,0.000907848
48,19.6159,1.8455,2.14636,1.92192,0.42872,0.63155,0.47586,0.15611,1.81975,2.32821,1.58227,0.000891345,0.000891345,0.000891345
